case_id,activity,start_time,end_time,resource
31,Check credit history,2025-01-03 09:55:35.247424+00:00,2025-01-03 09:55:35.247424+00:00,2025-01-03 09:56:04.650299+00:00,AML Investigator-000002
31,AML check,2025-01-03 09:56:04.650299+00:00,2025-01-03 09:56:04.650299+00:00,2025-01-03 10:08:21.426692+00:00,Loan Officer-000001
11,Reject application,2025-01-03 09:58:59.309790+00:00,2025-01-03 09:58:59.309790+00:00,2025-01-03 10:09:08.281663+00:00,Clerk-000005
32,Check application form completeness,2025-01-03 10:00:00.000000+00:00,2025-01-03 10:00:00.000000+00:00,2025-01-03 10:08:32.926950+00:00,Senior Officer-000001
8,AML check,2025-01-03 10:00:51.760024+00:00,2025-01-03 10:00:51.760024+00:00,2025-01-03 10:02:06.656748+00:00,AML Investigator-000001
8,Assess loan risk,2025-01-03 10:02:06.656748+00:00,2025-01-03 10:02:06.656748+00:00,2025-01-03 10:21:06.315458+00:00,Clerk-000007
31,Assess loan risk,2025-01-03 10:08:21.426692+00:00,2025-01-03 10:08:21.426692+00:00,2025-01-03 10:11:17.276290+00:00,Applicant-000001
32,Check credit history,2025-01-03 10:08:32.926950+00:00,2025-01-03 10:08:32.926950+00:00,2025-01-03 10:09:19.583901+00:00,Clerk-000001
32,AML check,2025-01-03 10:09:19.583901+00:00,2025-01-03 10:09:19.583901+00:00,2025-01-03 10:31:44.515571+00:00,Loan Officer-000004
27,Reject application,2025-01-03 10:17:06.430671+00:00,2025-01-03 10:17:06.430671+00:00,2025-01-03 10:22:54.710757+00:00,Appraiser-000001
8,Reject application,2025-01-03 10:21:06.315458+00:00,2025-01-03 10:21:06.315458+00:00,2025-01-03 10:30:09.366408+00:00,Clerk-000004
33,Check application form completeness,2025-01-03 10:30:00.000000+00:00,2025-01-03 10:30:00.000000+00:00,2025-01-03 10:55:23.313046+00:00,Loan Officer-000002
32,Assess loan risk,2025-01-03 10:31:44.515571+00:00,2025-01-03 10:31:44.515571+00:00,2025-01-03 10:35:29.211295+00:00,Clerk-000008
32,Reject application,2025-01-03 10:37:19.894580+00:00,2025-01-03 10:37:19.894580+00:00,2025-01-03 10:47:19.426676+00:00,Loan Officer-000003
29,Appraise property,2025-01-03 10:42:43.611757+00:00,2025-01-03 10:42:43.611757+00:00,2025-01-03 10:49:28.285954+00:00,Clerk-000002
29,Assess loan risk,2025-01-03 10:49:28.285954+00:00,2025-01-03 10:49:28.285954+00:00,2025-01-03 10:52:13.392122+00:00,Clerk-000003
29,Design loan offer,2025-01-03 10:52:13.392122+00:00,2025-01-03 10:52:13.392122+00:00,2025-01-03 10:57:43.152028+00:00,AML Investigator-000002
33,Check credit history,2025-01-03 10:55:23.313046+00:00,2025-01-03 10:55:23.313046+00:00,2025-01-03 11:14:48.756050+00:00,Clerk-000006
29,Approve loan offer,2025-01-03 10:57:43.152028+00:00,2025-01-03 10:57:43.152028+00:00,2025-01-03 11:09:35.103678+00:00,Senior Officer-000002
29,Cancel application,2025-01-03 11:09:35.103678+00:00,2025-01-03 11:09:35.103678+00:00,2025-01-03 11:14:40.556915+00:00,AML Investigator-000001
31,Reject application,2025-01-03 11:10:16.752566+00:00,2025-01-03 11:10:16.752566+00:00,2025-01-03 11:16:58.877754+00:00,Loan Officer-000001
33,AML check,2025-01-03 11:14:48.756050+00:00,2025-01-03 11:14:48.756050+00:00,2025-01-03 11:25:31.714529+00:00,Senior Officer-000001
33,Assess loan risk,2025-01-03 11:25:31.714529+00:00,2025-01-03 11:25:31.714529+00:00,2025-01-03 11:33:15.565468+00:00,Clerk-000005
24,Reject application,2025-01-03 11:27:37.241175+00:00,2025-01-03 11:27:37.241175+00:00,2025-01-03 11:28:29.684789+00:00,Clerk-000001
35,Check application form completeness,2025-01-03 11:30:00.000138+00:00,2025-01-03 11:30:00.000138+00:00,2025-01-03 11:38:01.914206+00:00,Applicant-000001
33,Design loan offer,2025-01-03 11:33:15.565468+00:00,2025-01-03 11:33:15.565468+00:00,2025-01-03 11:33:32.520247+00:00,Clerk-000007
33,Approve loan offer,2025-01-03 11:33:32.520247+00:00,2025-01-03 11:33:32.520247+00:00,2025-01-03 11:45:42.768166+00:00,Appraiser-000001
35,Return application back to applicant,2025-01-03 11:38:01.914206+00:00,2025-01-03 11:38:01.914206+00:00,2025-01-03 11:40:32.825713+00:00,Clerk-000004
35,Applicant completes form,2025-01-03 11:40:32.825713+00:00,2025-01-03 11:40:32.825713+00:00,2025-01-03 12:13:48.168108+00:00,Loan Officer-000004
36,Check application form completeness,2025-01-03 12:00:00.001908+00:00,2025-01-03 12:00:00.001908+00:00,2025-01-03 12:00:10.948783+00:00,Clerk-000008
36,Check credit history,2025-01-03 12:00:10.948783+00:00,2025-01-03 12:00:10.948783+00:00,2025-01-03 12:06:30.810681+00:00,Appraiser-000002
36,Appraise property,2025-01-03 12:06:30.810681+00:00,2025-01-03 12:06:30.810681+00:00,2025-01-03 12:12:38.818430+00:00,Loan Officer-000003
36,Assess loan risk,2025-01-03 12:12:38.818430+00:00,2025-01-03 12:12:38.818430+00:00,2025-01-03 12:24:01.113932+00:00,Clerk-000002
35,Check application form completeness,2025-01-03 12:13:48.168108+00:00,2025-01-03 12:13:48.168108+00:00,2025-01-03 12:28:09.832699+00:00,Clerk-000003
36,Reject application,2025-01-03 12:24:26.887940+00:00,2025-01-03 12:24:26.887940+00:00,2025-01-03 12:27:57.001300+00:00,Loan Officer-000002
35,Return application back to applicant,2025-01-03 12:28:09.832699+00:00,2025-01-03 12:28:09.832699+00:00,2025-01-03 12:30:57.409423+00:00,AML Investigator-000002
35,Applicant completes form,2025-01-03 12:30:57.409423+00:00,2025-01-03 12:30:57.409423+00:00,2025-01-03 13:21:10.811548+00:00,Senior Officer-000002
37,Check application form completeness,2025-01-03 12:34:13.147889+00:00,2025-01-03 12:34:13.147889+00:00,2025-01-03 12:34:37.438200+00:00,AML Investigator-000001
37,Check credit history,2025-01-03 12:34:37.438200+00:00,2025-01-03 12:34:37.438200+00:00,2025-01-03 12:34:38.338074+00:00,Clerk-000006
37,Appraise property,2025-01-03 12:34:38.338074+00:00,2025-01-03 12:34:38.338074+00:00,2025-01-03 13:15:19.374835+00:00,Loan Officer-000001
26,Cancel application,2025-01-03 12:59:02.909341+00:00,2025-01-03 13:12:00.000000+00:00,2025-01-03 13:12:59.408612+00:00,Senior Officer-000001
38,Check application form completeness,2025-01-03 13:00:00.000000+00:00,2025-01-03 13:12:00.000000+00:00,2025-01-03 13:12:47.576118+00:00,Clerk-000001
38,Check credit history,2025-01-03 13:12:47.576118+00:00,2025-01-03 13:12:47.576118+00:00,2025-01-03 13:23:03.394285+00:00,Clerk-000005
37,Assess loan risk,2025-01-03 13:15:19.374835+00:00,2025-01-03 13:15:19.374835+00:00,2025-01-03 13:25:29.232156+00:00,Clerk-000007
38,Appraise property,2025-01-03 13:23:03.394285+00:00,2025-01-03 13:23:03.394285+00:00,2025-01-03 13:24:51.491825+00:00,Applicant-000001
38,Assess loan risk,2025-01-03 13:24:51.491825+00:00,2025-01-03 13:24:51.491825+00:00,2025-01-03 13:44:13.840752+00:00,Clerk-000004
37,Design loan offer,2025-01-03 13:25:29.232156+00:00,2025-01-03 13:25:29.232156+00:00,2025-01-03 13:25:29.232179+00:00,Appraiser-000001
37,Approve loan offer,2025-01-03 13:25:29.232179+00:00,2025-01-03 13:25:29.232179+00:00,2025-01-03 13:40:07.123530+00:00,Clerk-000008
39,Check application form completeness,2025-01-03 13:35:56.632240+00:00,2025-01-03 13:35:56.632240+00:00,2025-01-03 13:37:02.841664+00:00,Appraiser-000002
39,Check credit history,2025-01-03 13:37:02.841664+00:00,2025-01-03 13:37:02.841664+00:00,2025-01-03 13:55:26.061875+00:00,Loan Officer-000003
33,Cancel application,2025-01-03 13:43:23.242005+00:00,2025-01-03 13:43:23.242005+00:00,2025-01-03 13:48:58.552680+00:00,Loan Officer-000004
38,Design loan offer,2025-01-03 13:44:13.840752+00:00,2025-01-03 13:44:13.840752+00:00,2025-01-03 14:24:37.030854+00:00,Clerk-000002
39,Appraise property,2025-01-03 13:55:26.061875+00:00,2025-01-03 13:55:26.061875+00:00,2025-01-03 14:37:59.513914+00:00,Loan Officer-000002
40,Check application form completeness,2025-01-03 14:00:00.852649+00:00,2025-01-03 14:24:00.000000+00:00,2025-01-03 14:28:27.777101+00:00,Clerk-000003
38,Approve loan offer,2025-01-03 14:24:37.030854+00:00,2025-01-03 14:24:37.030854+00:00,2025-01-03 14:24:42.024800+00:00,AML Investigator-000002
38,Cancel application,2025-01-03 14:24:52.775824+00:00,2025-01-03 14:24:52.775824+00:00,2025-01-03 14:28:22.157839+00:00,AML Investigator-000001
40,Check credit history,2025-01-03 14:28:27.777101+00:00,2025-01-03 14:28:27.777101+00:00,2025-01-06 07:57:50.534810+00:00,Clerk-000006
41,Check application form completeness,2025-01-03 14:30:00.000000+00:00,2025-01-03 14:30:00.000000+00:00,2025-01-06 07:49:05.019600+00:00,Clerk-000001
39,Assess loan risk,2025-01-03 14:37:59.513914+00:00,2025-01-03 14:37:59.513914+00:00,2025-01-03 14:54:13.476022+00:00,Senior Officer-000001
39,Design loan offer,2025-01-03 14:54:13.476022+00:00,2025-01-03 14:54:13.476022+00:00,2025-01-03 14:54:21.536184+00:00,Loan Officer-000001
39,Approve loan offer,2025-01-03 14:54:21.536184+00:00,2025-01-03 14:54:21.536184+00:00,2025-01-06 07:51:13.085038+00:00,Senior Officer-000002
42,Check application form completeness,2025-01-03 15:00:00.000000+00:00,2025-01-03 15:00:00.000000+00:00,2025-01-06 09:22:01.043122+00:00,Clerk-000005
43,Check application form completeness,2025-01-03 15:30:00.000000+00:00,2025-01-06 07:48:00.000000+00:00,2025-01-06 07:59:43.361978+00:00,Applicant-000001
35,Check application form completeness,2025-01-03 19:20:05.202989+00:00,2025-01-06 07:48:00.000000+00:00,2025-01-06 09:20:06.761820+00:00,Clerk-000007
37,Cancel application,2025-01-04 00:58:32.041564+00:00,2025-01-06 07:48:00.000000+00:00,2025-01-06 07:52:41.215491+00:00,Appraiser-000001
19,Reject application,2025-01-04 01:57:55.505500+00:00,2025-01-06 07:48:00.000000+00:00,2025-01-06 07:50:39.972903+00:00,Appraiser-000002
30,Reject application,2025-01-04 12:52:58.420760+00:00,2025-01-06 07:48:00.000000+00:00,2025-01-06 07:48:01.298599+00:00,Clerk-000008
34,Check application form completeness,2025-01-06 00:02:06.250295+00:00,2025-01-06 07:48:00.000000+00:00,2025-01-06 07:53:59.006061+00:00,Clerk-000004
45,Check application form completeness,2025-01-06 07:30:00.000000+00:00,2025-01-06 07:48:00.000000+00:00,2025-01-06 07:52:22.440089+00:00,Loan Officer-000004
41,Check credit history,2025-01-06 07:49:05.019600+00:00,2025-01-06 07:49:05.019600+00:00,2025-01-06 07:55:44.175580+00:00,Loan Officer-000003
45,Check credit history,2025-01-06 07:52:22.440089+00:00,2025-01-06 07:52:22.440089+00:00,2025-01-06 09:01:26.965816+00:00,Clerk-000002
34,Check credit history,2025-01-06 07:53:59.006061+00:00,2025-01-06 07:53:59.006061+00:00,2025-01-06 09:03:49.268758+00:00,AML Investigator-000002
41,AML check,2025-01-06 07:55:44.175580+00:00,2025-01-06 07:55:44.175580+00:00,2025-01-06 09:47:22.019377+00:00,AML Investigator-000001
40,AML check,2025-01-06 07:57:50.534810+00:00,2025-01-06 07:57:50.534810+00:00,2025-01-06 09:05:52.082229+00:00,Clerk-000003
43,Check credit history,2025-01-06 07:59:43.361978+00:00,2025-01-06 07:59:43.361978+00:00,2025-01-06 09:30:06.486990+00:00,Loan Officer-000002
46,Check application form completeness,2025-01-06 08:00:48.801703+00:00,2025-01-06 09:00:00.000000+00:00,2025-01-06 09:47:34.960531+00:00,Senior Officer-000001
47,Check application form completeness,2025-01-06 08:30:00.000000+00:00,2025-01-06 09:00:00.000000+00:00,2025-01-06 09:01:41.190683+00:00,Loan Officer-000001
48,Check application form completeness,2025-01-06 09:00:00.000001+00:00,2025-01-06 09:00:00.000001+00:00,2025-01-06 09:00:02.437099+00:00,Clerk-000008
48,Check credit history,2025-01-06 09:00:02.437099+00:00,2025-01-06 09:00:02.437099+00:00,2025-01-06 09:03:35.918629+00:00,Clerk-000001
45,Appraise property,2025-01-06 09:01:26.965816+00:00,2025-01-06 09:01:26.965816+00:00,2025-01-06 09:01:35.153126+00:00,Appraiser-000002
45,Assess loan risk,2025-01-06 09:01:35.153126+00:00,2025-01-06 09:01:35.153126+00:00,2025-01-06 09:07:26.799648+00:00,Senior Officer-000002
47,Check credit history,2025-01-06 09:01:41.190683+00:00,2025-01-06 09:01:41.190683+00:00,2025-01-06 09:34:09.470557+00:00,Loan Officer-000004
48,AML check,2025-01-06 09:03:35.918629+00:00,2025-01-06 09:03:35.918629+00:00,2025-01-06 10:07:58.408967+00:00,Appraiser-000001
34,Appraise property,2025-01-06 09:03:49.268758+00:00,2025-01-06 09:03:49.268758+00:00,2025-01-06 09:16:45.503758+00:00,Clerk-000004
40,Assess loan risk,2025-01-06 09:05:52.082229+00:00,2025-01-06 09:05:52.082229+00:00,2025-01-06 09:09:43.073254+00:00,Loan Officer-000003
45,Reject application,2025-01-06 09:07:26.799648+00:00,2025-01-06 09:07:26.799648+00:00,2025-01-06 09:17:33.411225+00:00,Clerk-000006
40,Design loan offer,2025-01-06 09:09:43.073254+00:00,2025-01-06 09:09:43.073254+00:00,2025-01-06 09:24:23.973029+00:00,Applicant-000001
34,Assess loan risk,2025-01-06 09:16:45.503758+00:00,2025-01-06 09:16:45.503758+00:00,2025-01-06 09:34:47.382178+00:00,Clerk-000008
35,Check credit history,2025-01-06 09:20:06.761820+00:00,2025-01-06 09:20:06.761820+00:00,2025-01-06 09:30:52.575995+00:00,Clerk-000002
42,Check credit history,2025-01-06 09:22:01.043122+00:00,2025-01-06 09:22:01.043122+00:00,2025-01-06 09:42:22.297311+00:00,Appraiser-000002
40,Approve loan offer,2025-01-06 09:24:23.973029+00:00,2025-01-06 09:24:23.973029+00:00,2025-01-06 09:35:25.408159+00:00,Loan Officer-000001
49,Check application form completeness,2025-01-06 09:30:00.000000+00:00,2025-01-06 09:30:00.000000+00:00,2025-01-06 09:33:39.839232+00:00,Clerk-000001
43,AML check,2025-01-06 09:30:06.486990+00:00,2025-01-06 09:30:06.486990+00:00,2025-01-06 09:36:46.989704+00:00,AML Investigator-000002
35,Appraise property,2025-01-06 09:30:52.575995+00:00,2025-01-06 09:30:52.575995+00:00,2025-01-06 09:46:58.880118+00:00,Clerk-000003
49,Check credit history,2025-01-06 09:33:39.839232+00:00,2025-01-06 09:33:39.839232+00:00,2025-01-06 09:40:14.557827+00:00,Senior Officer-000002
47,AML check,2025-01-06 09:34:09.470557+00:00,2025-01-06 09:34:09.470557+00:00,2025-01-06 10:07:02.155131+00:00,Loan Officer-000003
40,Cancel application,2025-01-06 09:35:25.430826+00:00,2025-01-06 09:35:25.430827+00:00,2025-01-06 09:38:53.696771+00:00,Clerk-000004
43,Assess loan risk,2025-01-06 09:36:46.989704+00:00,2025-01-06 09:36:46.989704+00:00,2025-01-06 09:43:46.209515+00:00,Clerk-000006
49,Appraise property,2025-01-06 09:40:14.557827+00:00,2025-01-06 09:40:14.557827+00:00,2025-01-06 09:44:54.062568+00:00,Clerk-000007
42,Appraise property,2025-01-06 09:42:22.297311+00:00,2025-01-06 09:42:22.297311+00:00,2025-01-06 10:07:45.428613+00:00,Clerk-000005
43,Design loan offer,2025-01-06 09:43:46.209515+00:00,2025-01-06 09:43:46.209515+00:00,2025-01-06 09:44:22.578898+00:00,Applicant-000001
43,Approve loan offer,2025-01-06 09:44:22.578898+00:00,2025-01-06 09:44:22.578898+00:00,2025-01-06 09:56:57.390383+00:00,Loan Officer-000002
49,Assess loan risk,2025-01-06 09:44:54.062568+00:00,2025-01-06 09:44:54.062568+00:00,2025-01-06 09:57:13.419593+00:00,Clerk-000002
35,Assess loan risk,2025-01-06 09:46:58.880118+00:00,2025-01-06 09:46:58.880118+00:00,2025-01-06 09:50:00.675066+00:00,Clerk-000001
41,Assess loan risk,2025-01-06 09:47:22.019377+00:00,2025-01-06 09:47:22.019377+00:00,2025-01-06 09:57:38.652635+00:00,Loan Officer-000004
46,Check credit history,2025-01-06 09:47:34.960531+00:00,2025-01-06 09:47:34.960531+00:00,2025-01-06 10:40:10.195453+00:00,Clerk-000008
35,Design loan offer,2025-01-06 09:50:00.675066+00:00,2025-01-06 09:50:00.675066+00:00,2025-01-06 09:51:25.355485+00:00,Loan Officer-000001
35,Approve loan offer,2025-01-06 09:51:25.355485+00:00,2025-01-06 09:51:25.355485+00:00,2025-01-06 09:54:51.840475+00:00,AML Investigator-000002
41,Design loan offer,2025-01-06 09:57:38.652635+00:00,2025-01-06 09:57:38.652635+00:00,2025-01-06 09:57:38.831242+00:00,Clerk-000004
41,Approve loan offer,2025-01-06 09:57:38.831242+00:00,2025-01-06 09:57:38.831242+00:00,2025-01-06 09:59:06.262118+00:00,Senior Officer-000002
35,Cancel application,2025-01-06 09:58:08.416004+00:00,2025-01-06 09:58:08.416004+00:00,2025-01-06 10:06:27.067116+00:00,Appraiser-000002
50,Check application form completeness,2025-01-06 10:00:00.000000+00:00,2025-01-06 10:00:00.000000+00:00,2025-01-06 10:00:37.397058+00:00,Clerk-000006
50,Check credit history,2025-01-06 10:00:37.397058+00:00,2025-01-06 10:00:37.397058+00:00,2025-01-06 10:08:50.743938+00:00,Applicant-000001
41,Approve application,2025-01-06 10:06:47.636072+00:00,2025-01-06 10:06:47.636072+00:00,2025-01-06 10:14:01.372171+00:00,Clerk-000007
47,Assess loan risk,2025-01-06 10:07:02.155131+00:00,2025-01-06 10:07:02.155131+00:00,2025-01-06 10:09:22.490826+00:00,Clerk-000003
42,Assess loan risk,2025-01-06 10:07:45.428613+00:00,2025-01-06 10:07:45.428613+00:00,2025-01-06 10:12:20.111883+00:00,AML Investigator-000001
48,Assess loan risk,2025-01-06 10:07:58.408967+00:00,2025-01-06 10:07:58.408967+00:00,2025-01-06 10:20:56.217935+00:00,Senior Officer-000001
50,AML check,2025-01-06 10:08:50.743938+00:00,2025-01-06 10:08:50.743938+00:00,2025-01-06 10:55:35.975361+00:00,Clerk-000001
47,Design loan offer,2025-01-06 10:09:22.490826+00:00,2025-01-06 10:09:22.490826+00:00,2025-01-06 10:22:23.060730+00:00,Loan Officer-000001
42,Design loan offer,2025-01-06 10:12:20.111883+00:00,2025-01-06 10:12:20.111883+00:00,2025-01-06 10:14:32.817791+00:00,AML Investigator-000002
42,Approve loan offer,2025-01-06 10:14:32.817791+00:00,2025-01-06 10:14:32.817791+00:00,2025-01-06 10:30:45.351138+00:00,Loan Officer-000002
47,Approve loan offer,2025-01-06 10:22:23.060730+00:00,2025-01-06 10:22:23.060730+00:00,2025-01-06 10:36:03.361781+00:00,Clerk-000002
51,Check application form completeness,2025-01-06 10:30:00.000000+00:00,2025-01-06 10:30:00.000000+00:00,2025-01-06 10:49:18.056379+00:00,Loan Officer-000004
42,Approve application,2025-01-06 10:30:59.276842+00:00,2025-01-06 10:30:59.276842+00:00,2025-01-06 10:34:48.675911+00:00,Clerk-000004
46,Appraise property,2025-01-06 10:40:10.195453+00:00,2025-01-06 10:40:10.195453+00:00,2025-01-06 10:40:37.376368+00:00,Senior Officer-000002
46,Assess loan risk,2025-01-06 10:40:37.376368+00:00,2025-01-06 10:40:37.376368+00:00,2025-01-06 10:41:01.102447+00:00,Clerk-000006
46,Reject application,2025-01-06 10:41:13.057843+00:00,2025-01-06 10:41:13.057842+00:00,2025-01-06 10:44:26.095907+00:00,Appraiser-000002
51,Check credit history,2025-01-06 10:49:18.056379+00:00,2025-01-06 10:49:18.056379+00:00,2025-01-06 10:51:26.021345+00:00,Loan Officer-000003
51,AML check,2025-01-06 10:51:26.021345+00:00,2025-01-06 10:51:26.021345+00:00,2025-01-06 10:57:56.311848+00:00,Clerk-000005
50,Assess loan risk,2025-01-06 10:55:35.975361+00:00,2025-01-06 10:55:35.975361+00:00,2025-01-06 10:57:11.332466+00:00,Appraiser-000001
34,Reject application,2025-01-06 10:56:23.640732+00:00,2025-01-06 10:56:23.640731+00:00,2025-01-06 10:57:44.361593+00:00,Applicant-000001
50,Design loan offer,2025-01-06 10:57:11.332466+00:00,2025-01-06 10:57:11.332466+00:00,2025-01-06 11:07:15.681360+00:00,Clerk-000003
51,Assess loan risk,2025-01-06 10:57:56.311848+00:00,2025-01-06 10:57:56.311848+00:00,2025-01-06 11:15:05.332756+00:00,AML Investigator-000001
50,Approve loan offer,2025-01-06 11:07:15.681360+00:00,2025-01-06 11:07:15.681360+00:00,2025-01-06 11:14:02.901710+00:00,Clerk-000007
49,Reject application,2025-01-06 11:10:02.895149+00:00,2025-01-06 11:10:02.895149+00:00,2025-01-06 11:14:28.409893+00:00,AML Investigator-000002
51,Design loan offer,2025-01-06 11:15:05.332756+00:00,2025-01-06 11:15:05.332756+00:00,2025-01-06 11:16:52.236483+00:00,Senior Officer-000001
51,Approve loan offer,2025-01-06 11:16:52.236483+00:00,2025-01-06 11:16:52.236483+00:00,2025-01-06 11:34:58.334054+00:00,Loan Officer-000001
53,Check application form completeness,2025-01-06 11:30:00.000000+00:00,2025-01-06 11:30:00.000000+00:00,2025-01-06 11:31:03.760629+00:00,Loan Officer-000002
53,Check credit history,2025-01-06 11:31:03.760629+00:00,2025-01-06 11:31:03.760629+00:00,2025-01-06 11:43:16.920220+00:00,Clerk-000004
53,AML check,2025-01-06 11:43:16.920220+00:00,2025-01-06 11:43:16.920220+00:00,2025-01-06 12:19:14.035765+00:00,Clerk-000002
54,Check application form completeness,2025-01-06 12:00:00.000000+00:00,2025-01-06 12:00:00.000000+00:00,2025-01-06 12:31:20.720839+00:00,Clerk-000008
53,Assess loan risk,2025-01-06 12:19:14.035765+00:00,2025-01-06 12:19:14.035765+00:00,2025-01-06 12:35:25.738806+00:00,Senior Officer-000002
